agency,sectors,project_types,total_records,top_code,top_code_count,second_code,second_code_count,third_code,third_code_count,fourth_code,fourth_code_count,discriminating_input
DOE,"Materials and Manufacturing; Military, Defense, and Emergency Response; Miscellaneous and Emerging Technologies",Manufacturing; Military and Defense; Nuclear Technology,16,B1.31,5,A8 + A9 + B1.23 + B1.3 + B1.31,3,B1.3,3,B2.5,2,action_type: Operate/Maintain Existing → B1.31
DOE,Energy Production and Management; Materials and Manufacturing; Miscellaneous and Emerging Technologies; Transportation and Infrastructure,Manufacturing; Renewable Energy Production - Energy Storage; Research and Development; Surface Transportation - Other,16,A9 + B3.6 + B5.1 + B5.23,5,A9 + B3.6 + B5.1,3,A9 + B5.1 + B5.23,2,A9 + B3.6,2,action_type: Operate/Maintain Existing → A9 + B3.6 + B5.1 + B5.23
DOE,Miscellaneous and Emerging Technologies; Technology and Data Management,Data Storage and Data Management; High Performance Computing and Advanced Computer Hardware and Software; Research and Development,16,B3.6,4,A9,2,A9 + B3.6 + B5.1,1,A11 + A9 + B3.6,1,action_type: Operate/Maintain Existing → B3.6
DOE,Energy Production and Management; Transportation and Infrastructure; Water and Waste Management,"Conventional Energy Production - Land-based Oil & Gas; Utilities (electricity, gas, telecommunications); Waste Management",16,B1.3,7,B2.5,3,B3.11 + B3.7,1,B5.1,1,action_type: Operate/Maintain Existing → B1.3
DOE,Energy Production and Management; Materials and Manufacturing; Miscellaneous and Emerging Technologies; Technology and Data Management; Water and Waste Management,Manufacturing; Renewable Energy Production - Solar; Research and Development; Semiconductors; Waste Management,16,B3.6,7,A9 + B3.15 + B3.6,3,A11 + A9 + B3.6,2,A9 + B3.6,2,action_type: Operate/Maintain Existing → B3.6
DOE,Energy Production and Management; Materials and Manufacturing; Miscellaneous and Emerging Technologies,"Manufacturing; Renewable Energy Production - Wind, Offshore; Research and Development",16,A9,10,A9 + B3.6,5,A9 + B5.15,1,,0,action_type: Operate/Maintain Existing → A9
DOE,Energy Production and Management; Transportation and Infrastructure; Water and Waste Management,"Renewable Energy Production - Other; Utilities (electricity, gas, telecommunications); Waste Management",16,B5.1,3,B2.5 + B5.1,2,A11 + A9 + B5.1,2,A11 + A9 + B1.15 + B1.23 + B1.24 + B1.3 + B1.4 + B1.7 + B2.1 + B2.2 + B2.5 + B5.1,1,action_type: Operate/Maintain Existing → B5.1
DOE,Energy Production and Management; Transportation and Infrastructure,Conventional Energy Production - Land-based Oil & Gas; Pipelines,16,B1.3,10,B5.4,2,B3.1,1,B2.5 + B5.2 + B5.4 + B5.5,1,action_type: Operate/Maintain Existing → B1.3
DOE,Energy Production and Management; Miscellaneous and Emerging Technologies; Transportation and Infrastructure,Conventional Energy Production - Offshore Oil and Gas; Pipelines; Research and Development,16,A11 + A9 + B3.6,3,B3.6,3,A11 + A9,3,B3.11,2,action_type: Operate/Maintain Existing → A11 + A9 + B3.6
DOE,Energy Production and Management; Miscellaneous and Emerging Technologies; Technology and Data Management,Conventional Energy Production - Land-based Oil & Gas; High Performance Computing and Advanced Computer Hardware and Software; Research and Development,16,A9,5,A9 + B3.6,2,B3.6,1,A1 + A9,1,action_type: Operate/Maintain Existing → A9
DOE,Agriculture and Natural Resource Management; Land Development and Urban Planning; Water and Waste Management,Ecosystem Management and Restoration; Land Development - Other; Waste Management; Water Resources - Other,16,B1.3,3,B6.1,3,B1.6,2,B1.33 + B6.1,2,action_type: Operate/Maintain Existing → B1.3
DOE,Land Development and Urban Planning; Transportation and Infrastructure,"Land Development - Other; Public and Recreational Land Use; Utilities (electricity, gas, telecommunications)",16,B2.5 + B5.1,5,B5.1,4,A9 + B5.1,2,A11 + A9 + B5.1,1,action_type: Operate/Maintain Existing → B2.5 + B5.1
BLM,Agriculture and Natural Resource Management; Materials and Manufacturing,Land Use or Forest Management Plan; Mining - Non-Metallic Minerals,15,516 DM 11.9,7,43 CFR 46.210,4,"H-1790-1, National Environmental Policy Act Handbo",2,516 DM 11.9 F.10,1,action_type: Operate/Maintain Existing → 516 DM 11.9
BLM,Energy Production and Management; Miscellaneous and Emerging Technologies,Renewable Energy Production - Geothermal; Research and Development,15,516 DM 2,10,516 DM 11.9,5,,0,,0,action_type: Operate/Maintain Existing → 516 DM 2
BLM,Land Development and Urban Planning; Water and Waste Management,Land Development - Other; Waste Management; Water Resources - Other,15,516 DM 11.9,10,516 DM 11.9 E,3,516 DM 11.9. E,1,516 DM 11.9 J,1,action_type: Operate/Maintain Existing → 516 DM 11.9
BLM,Land Development and Urban Planning; Miscellaneous and Emerging Technologies; Transportation and Infrastructure,Land Development - Housing; Routine Maintenance; Surface Transportation - Other,15,516 DM 11.9,9,516 DM,1,516 DM 11.9. E,1,516 DM 11.9 A,1,action_type: Operate/Maintain Existing → 516 DM 11.9
BLM,Agriculture and Natural Resource Management; Energy Production and Management; Transportation and Infrastructure; Water and Waste Management,Conventional Energy Production - Land-based Oil & Gas; Ecosystem Management and Restoration; Pipelines; Vegetation and Fuels Management; Waste Management; Water Resources - Other,15,Energy Policy Act 2005 Sec.390,7,516 DM 11.9,4,Energy Policy Act 2005 Sec.390 Cat.2,2,Energy Policy Act 2005 Sec.390 Cat.4,1,action_type: Renew/Extend Existing → 516 DM E9; Construct New + <5 acres → EPA Sec.390
BLM,Agriculture and Natural Resource Management; Energy Production and Management; Water and Waste Management,Conventional Energy Production - Land-based Oil & Gas; Ecosystem Management and Restoration; Vegetation and Fuels Management; Waste Management; Water Resources - Other,15,516 DM 11.9,4,Energy Policy Act 2005 Sec.390,3,Energy Policy Act 2005 Sec.390 Cat.3,3,Energy Policy Act 2005 Sec.390(b)(2),1,action_type: Renew/Extend Existing → 516 DM E9; Construct New + <5 acres → EPA Sec.390
BLM,Energy Production and Management; Environmental Policy and Regulation; Transportation and Infrastructure,"Conventional Energy Production - Land-based Oil & Gas; Laws, Policies, Regulations, and Guidance; Pipelines; Utilities (electricity, gas, telecommunications)",15,516 DM 11.9,11,Chapter 11 of the Department of Interior's Manual ,2,516 DM 11.9 E,1,"H-1790-1, Appendix 4, Number: E. Realty (9), Renew",1,action_type: Operate/Maintain Existing → 516 DM 11.9
BLM,Environmental Policy and Regulation; Transportation and Infrastructure; Water and Waste Management,"Laws, Policies, Regulations, and Guidance; Pipelines; Water Resources - Irrigation and Water Supply",15,516 DM 11.9,9,516 DM 6,1,516 DM,1,516 DM 11.5,1,action_type: Operate/Maintain Existing → 516 DM 11.9
BLM,Energy Production and Management; Land Development and Urban Planning; Miscellaneous and Emerging Technologies,Land Development - Other; Renewable Energy Production - Solar; Research and Development,15,516 DM 11.9,9,516 DM 11,2,516 DM 11.9E,1,516 DM 6,1,action_type: Operate/Maintain Existing → 516 DM 11.9
BLM,Agriculture and Natural Resource Management; Water and Waste Management,Ecosystem Management and Restoration; Threatened and Endangered Species Management; Water Resources - Other,15,516 DM 11.9,11,516 DM 2,2,"BLM NEPA Handbook H-1790-1, Appendix 4, A2",1,516 DM 11.9.I,1,action_type: Operate/Maintain Existing → 516 DM 11.9
BLM,Agriculture and Natural Resource Management; Land Development and Urban Planning; Water and Waste Management,Ecosystem Management and Restoration; Land Use or Forest Management Plan; Public and Recreational Land Use; Waste Management,15,516 DM 11.9,8,43 CFR 46.210,3,516 DM 112.5 H,1,516 DM 11.9 J,1,action_type: Operate/Maintain Existing → 516 DM 11.9
BLM,Agriculture and Natural Resource Management,Agriculture; Ecosystem Management and Restoration; Rangeland Management; Threatened and Endangered Species Management; Vegetation and Fuels Management,15,FLPMA 402(h),7,516 DM 11.9,4,43 CFR 46.210,2,516 DM 2,2,action_type: Operate/Maintain Existing → FLPMA 402(h)
BLM,Agriculture and Natural Resource Management; Transportation and Infrastructure,"Land Use or Forest Management Plan; Surface Transportation - Other; Utilities (electricity, gas, telecommunications)",15,516 DM 11.9,9,516 DM 11.9 E,2,516 DM 2,1,"(9), Renewals and assignments of leases, permits, ",1,action_type: Operate/Maintain Existing → 516 DM 11.9
BLM,Environmental Policy and Regulation; Transportation and Infrastructure,"Broadband; Laws, Policies, Regulations, and Guidance; Utilities (electricity, gas, telecommunications)",15,516 DM 11.9,11,"BLM NEPA Handbook 1790-1 Appendix 3 or Appendix 4,",1,516 DM 11.9 E,1,516 DM,1,action_type: Operate/Maintain Existing → 516 DM 11.9
BLM,Agriculture and Natural Resource Management; Transportation and Infrastructure,Ecosystem Management and Restoration; Land Use or Forest Management Plan; Surface Transportation - Other; Vegetation and Fuels Management,15,516 DM 11.9,7,516 DM 11.9 E,3,516 DM 11.9 A,2,516 DM 11.9.E.16,1,action_type: Operate/Maintain Existing → 516 DM 11.9
DOE,Land Development and Urban Planning; Transportation and Infrastructure; Water and Waste Management,"Electricity Transmission; Land Development - Other; Utilities (electricity, gas, telecommunications); Water Resources - Other",15,B1.3,8,B4.11,4,B1.7 + B4.11,1,B4.9,1,action_type: Operate/Maintain Existing → B1.3
DOE,Miscellaneous and Emerging Technologies; Water and Waste Management,Research and Development; Waste Management; Water Resources - Irrigation and Water Supply,15,B3.1,6,B3.6,3,A1 + A2 + A9 + B3.15 + B3.6,1,A9 + B3.6,1,action_type: Operate/Maintain Existing → B3.1
DOE,Land Development and Urban Planning; Miscellaneous and Emerging Technologies; Water and Waste Management,Land Development - Other; Research and Development; Waste Management,15,B1.24,6,B1.23 + B3.6,3,B1.16 + B1.23 + B2.5,1,A9 + B3.6 + B5.1,1,action_type: Operate/Maintain Existing → B1.24
DOE,Agriculture and Natural Resource Management; Miscellaneous and Emerging Technologies; Water and Waste Management,Ecosystem Management and Restoration; Nuclear Technology; Waste Management,15,B6.1,4,"A.1, A.9, B1.3, B3.1, B3.3",3,B1.3,2,B3.1,2,action_type: Operate/Maintain Existing → B6.1
DOE,Transportation and Infrastructure; Water and Waste Management,Pipelines; Waste Management; Water Resources - Other,15,B1.3,9,B4.9,3,A1 + A10 + A11 + A12 + A13 + A14 + A15 + A2 + A4 + A5 + A6 + A7 + A8 + A9 + B2.1 + B2.2 + B2.3 + B2.5,1,B1.33 + B5.4,1,action_type: Operate/Maintain Existing → B1.3
DOE,Agriculture and Natural Resource Management; Land Development and Urban Planning; Transportation and Infrastructure,Electricity Transmission; Land Development - Other; Vegetation and Fuels Management,15,B1.3,6,B4.6,3,B3.16 + B4.13,1,B4.11,1,action_type: Operate/Maintain Existing → B1.3
DOE,Land Development and Urban Planning; Transportation and Infrastructure; Water and Waste Management,"Broadband; Electricity Transmission; Land Development - Other; Utilities (electricity, gas, telecommunications); Waste Management",15,B1.19,4,B4.11 + B4.4 + B4.9,2,B4.11,2,B1.27 + B4.9,2,action_type: Operate/Maintain Existing → B1.19
DOE,Miscellaneous and Emerging Technologies; Technology and Data Management; Water and Waste Management,High Performance Computing and Advanced Computer Hardware and Software; Nuclear Technology; Research and Development; Waste Management,15,B3.6,10,B1.31,3,B1.31 + B3.6,1,B2.1,1,action_type: Operate/Maintain Existing → B3.6
DOE,Energy Production and Management; Transportation and Infrastructure,"Conventional Energy Production - Other; Utilities (electricity, gas, telecommunications)",15,B1.31,4,B1.3,3,B2.1,2,B2.2 + B2.5,1,action_type: Operate/Maintain Existing → B1.31
DOE,Miscellaneous and Emerging Technologies; Technology and Data Management; Transportation and Infrastructure,Cybersecurity; Electricity Transmission; Research and Development,15,A11 + A9 + B1.7 + B5.1,2,A11 + A9 + B1.2 + B1.7 + B5.1,2,A1 + A9 + B1.7,2,A9 + B3.6,2,action_type: Operate/Maintain Existing → A11 + A9 + B1.7 + B5.1
DOE,Energy Production and Management; Land Development and Urban Planning; Transportation and Infrastructure; Water and Waste Management,"Electricity Transmission; Land Development - Other; Renewable Energy Production - Solar; Utilities (electricity, gas, telecommunications); Waste Management",15,A9 + B5.16,5,B4.11,3,B5.16,2,B1.3 + B1.7 + B4.11,2,action_type: Operate/Maintain Existing → A9 + B5.16
DOE,Land Development and Urban Planning; Miscellaneous and Emerging Technologies; Water and Waste Management,Land Development - Other; Nuclear Technology; Research and Development; Waste Management,15,B3.1,3,B3.6,3,B3.12,2,B1.3,2,action_type: Operate/Maintain Existing → B3.1
DOE,Miscellaneous and Emerging Technologies; Technology and Data Management,Artificial Intelligence and Machine Learning; High Performance Computing and Advanced Computer Hardware and Software; Research and Development,15,B3.6,4,A11 + A9,3,A9 + B3.6,2,A1 + A11 + A9,2,action_type: Operate/Maintain Existing → B3.6
DOE,"Land Development and Urban Planning; Military, Defense, and Emergency Response; Water and Waste Management",Land Development - Other; Military and Defense; Waste Management,15,B1.23,3,B1.15 + B1.23,2,B1.23 + B1.27 + B1.28,2,B1.15,2,action_type: Operate/Maintain Existing → B1.23
DOE,Land Development and Urban Planning; Miscellaneous and Emerging Technologies; Water and Waste Management,Land Development - Other; Nuclear Technology; Research and Development; Waste Management; Water Resources - Other,15,B3.1,8,B1.13 + B3.1,1,B1.15,1,B1.15 + B1.31 + B3.6,1,action_type: Operate/Maintain Existing → B3.1
DOE,Land Development and Urban Planning; Miscellaneous and Emerging Technologies; Transportation and Infrastructure; Water and Waste Management,"Land Development - Other; Nuclear Technology; Utilities (electricity, gas, telecommunications); Waste Management; Water Resources - Other",15,B1.15,3,B1.23,3,B1.15 + B1.22 + B1.3 + B2.1,1,B1.16 + B1.17 + B1.23,1,action_type: Operate/Maintain Existing → B1.15
DOE,Energy Production and Management; Water and Waste Management,Renewable Energy Production - Geothermal; Waste Management,15,B5.1,4,A1 + B5.1,3,B5.19,2,A9 + B5.1,2,action_type: Operate/Maintain Existing → B5.1
DOE,Agriculture and Natural Resource Management; Water and Waste Management,Ecosystem Management and Restoration; Habitat Conservation Plan; Threatened and Endangered Species Management; Water Resources - Other,15,B1.20,8,B1.25,6,A1,1,,0,action_type: Operate/Maintain Existing → B1.20
DOE,Technology and Data Management; Transportation and Infrastructure,"Data Storage and Data Management; Electricity Transmission; Utilities (electricity, gas, telecommunications)",15,B1.7,3,B4.4,2,A1 + A11 + A9 + B1.7 + B4.4 + B4.6 + B4.8 + B5.1,1,A11 + A9 + B4.6,1,action_type: Operate/Maintain Existing → B1.7
